B015,R098,01-00-00,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,2864443,1672389
B015,R098,01-00-01,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,6013212,1982041
B015,R098,01-00-02,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,6263975,1259666
B015,R098,01-00-03,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,7401062,518158
B015,R098,01-03-00,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,1561902,1495344
B015,R098,01-03-01,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,2870806,14907472
B015,R098,01-06-00,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,221643,1201614
B016,R098,00-00-00,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,8319229,15910785
B016,R098,00-00-01,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,1411836,3041358
B016,R098,00-00-02,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,9577040,14367395
B016,R098,00-00-03,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,10140545,12748906
B016,R098,00-03-00,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,7762090,4762568
B016,R098,00-03-01,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,4571218,2343990
B016,R098,00-03-02,CHURCH AV,BQ,BMT,04/28/2017,00:00:00,REGULAR,8674773,4337157
B017,R262,00-00-00,BEVERLEY ROAD,BQ,BMT,04/28/2017,00:00:00,REGULAR,3608052,1868291
B017,R262,00-00-01,BEVERLEY ROAD,BQ,BMT,04/28/2017,00:00:00,REGULAR,169534,117785
B017,R262,00-00-02,BEVERLEY ROAD,BQ,BMT,04/28/2017,00:00:00,REGULAR,4825646,8947850
B018,R184,00-00-00,CORTELYOU RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,14778104,7176408
B018,R184,00-00-01,CORTELYOU RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,1485965,339667
B018,R184,00-00-02,CORTELYOU RD,BQ,BMT,04/28/2017,00:00:00,REGULAR,4797834,2376248
B020,R263,00-00-00,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,303904,116147
B020,R263,00-00-01,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,1070501,272613
B020,R263,00-00-02,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,2919634,1754730
B020,R263,00-03-00,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,82615,76396
B020,R263,00-03-01,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,74520,220941
B020,R263,00-03-02,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,10815,91358
B020,R263,00-05-00,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,156584,203687
B020,R263,00-05-01,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,464801,395432
B020,R263,00-05-02,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,45583,55445
B020,R263,00-06-00,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,25675,161056
B020,R263,00-06-01,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,23680,68619
B020,R263,00-06-02,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,350,0
B020,R263,00-06-03,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,0,238
B020,R263,00-06-04,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,117440586,0
B020,R263,00-06-05,AVENUE H,BQ,BMT,04/28/2017,00:00:00,REGULAR,0,30
B021,R228,00-00-00,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,8927087,7237008
B021,R228,00-00-01,AVENUE J,BQ,BMT,04/28/2017,00:00:00,REGULAR,1392248,535765
